Data Source;World Development Indicators;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64;_65;_66;_67;_68
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;08/04/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hungary;HUN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;4,89E+14;5,43E+14;5,78E+14;6,29E+14;7,38E+14;9,14E+13;1,00E+14;1,14E+14;1,32E+14;1,48E+13;1,73E+13;2,00E+13;2,31E+14;2,37E+14;2,41E+14;2,19E+14;2,12E+14;2,15E+13;2,48E+14;2,72E+14;2,98E+14;3,04E+13;3,45E+13;3,49E+13;3,89E+14;4,03E+14;4,33E+14;4,66E+14;4,68E+14;4,74E+14;4,88E+14;4,92E+14;4,73E+14;5,38E+14;6,76E+14;8,52E+13;1,04E+14;1,13E+14;1,16E+14;1,40E+14;1,58E+14;1,31E+13;1,32E+14;1,42E+14;1,28E+14;1,36E+14;1,41E+14;1,25E+14;1,29E+14;1,43E+14;1,61E+14;1,65E+14;1,58E+14;1,83E+14;1,77E+14;2,13E+14;2,23E+14;;
IBRD only;IBD;GDP (current US$);NY.GDP.MKTP.CD;3,06E+14;3,10E+14;3,14E+14;3,46E+14;3,93E+14;4,30E+13;4,45E+13;4,57E+14;4,84E+14;5,41E+13;5,89E+14;6,42E+14;7,24E+14;9,38E+13;1,19E+14;1,28E+14;1,39E+14;1,58E+14;1,74E+14;2,04E+14;2,42E+13;2,60E+14;2,56E+14;2,53E+13;2,62E+14;2,72E+14;2,82E+14;2,91E+14;3,11E+14;3,24E+14;3,65E+14;3,53E+14;3,69E+14;3,93E+14;4,34E+14;4,99E+14;5,44E+14;5,78E+14;5,55E+14;5,41E+12;5,89E+14;5,97E+14;6,07E+14;6,81E+13;8,12E+14;9,69E+14;1,15E+14;1,43E+14;1,71E+14;1,66E+14;2,02E+14;2,40E+14;2,55E+14;2,68E+14;2,75E+14;2,59E+14;2,61E+14;2,88E+13;3,07E+14;3,14E+14;3,02E+14;3,59E+14;3,79E+14;3,92E+14;4,09E+14;;
IDA & IBRD total;IBT;GDP (current US$);NY.GDP.MKTP.CD;3,52E+14;3,58E+14;3,66E+14;4,04E+14;4,49E+14;4,93E+14;5,13E+14;5,27E+14;5,58E+14;6,23E+14;6,81E+14;7,34E+14;8,21E+13;1,05E+14;1,33E+14;1,46E+13;1,57E+14;1,77E+14;1,97E+14;2,29E+14;2,72E+14;3,05E+14;2,99E+12;2,89E+14;2,95E+14;3,07E+14;3,13E+13;3,23E+14;3,44E+14;3,58E+14;4,02E+14;3,94E+14;4,06E+14;4,31E+14;4,73E+14;5,47E+14;6,00E+14;6,36E+14;6,15E+13;5,86E+14;6,41E+14;6,48E+14;6,62E+14;7,44E+13;8,85E+14;1,05E+14;1,25E+14;1,55E+14;1,86E+14;1,80E+14;2,18E+14;2,58E+14;2,74E+14;2,89E+14;2,98E+14;2,81E+13;2,83E+14;3,11E+14;3,31E+14;3,41E+14;3,28E+14;3,87E+14;4,10E+14;4,22E+13;4,38E+14;;
IDA total;IDA;GDP (current US$);NY.GDP.MKTP.CD;4,34E+14;4,59E+14;4,94E+14;5,46E+14;5,39E+14;6,04E+14;6,52E+14;6,62E+14;7,01E+14;7,87E+13;8,75E+14;8,85E+14;9,47E+14;1,10E+14;1,44E+14;1,70E+14;1,77E+14;1,93E+14;2,19E+14;2,50E+14;2,99E+14;4,23E+14;4,03E+14;3,48E+14;3,28E+14;3,38E+14;3,06E+14;3,17E+14;3,34E+14;3,36E+14;3,79E+14;4,09E+14;3,65E+14;3,83E+12;3,96E+14;4,82E+14;5,56E+14;5,82E+14;6,06E+14;4,52E+14;5,19E+14;5,13E+14;5,54E+14;6,25E+14;7,30E+14;8,50E+14;1,02E+14;1,19E+14;1,42E+14;1,38E+14;1,60E+14;1,80E+14;1,90E+14;2,07E+14;2,23E+14;2,17E+14;2,15E+14;2,27E+14;2,41E+14;2,70E+14;2,62E+14;2,86E+14;3,08E+14;2,93E+14;2,89E+13;;
IDA blend;IDB;GDP (current US$);NY.GDP.MKTP.CD;1,24E+14;1,33E+14;1,42E+14;1,51E+14;1,66E+14;1,80E+14;1,96E+14;1,98E+14;2,10E+14;2,40E+14;3,24E+14;3,04E+13;3,42E+14;3,71E+14;5,28E+14;6,10E+14;7,34E+12;7,90E+14;8,71E+14;1,06E+14;1,34E+14;2,45E+14;2,24E+14;1,72E+14;1,49E+14;1,49E+14;1,38E+14;1,42E+14;1,48E+14;1,44E+14;1,59E+14;1,70E+14;1,65E+14;1,75E+14;1,91E+14;2,67E+14;3,28E+14;3,44E+13;3,61E+14;2,04E+13;2,44E+14;2,44E+14;2,68E+14;3,03E+14;3,65E+14;4,28E+14;5,27E+14;6,10E+14;7,15E+14;6,69E+14;7,81E+14;8,89E+14;9,83E+14;1,07E+14;1,16E+14;1,10E+14;1,04E+13;1,06E+14;1,13E+14;1,35E+14;1,26E+14;1,37E+14;1,46E+14;1,27E+14;1,12E+14;;
Indonesia;IDN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;5,67E+14;7,08E+14;8,34E+14;9,15E+14;9,33E+14;1,10E+14;1,63E+14;2,58E+14;3,05E+14;3,73E+13;4,58E+14;5,15E+14;5,14E+14;7,25E+14;8,55E+14;9,02E+14;8,11E+14;8,49E+13;8,53E+14;8,00E+14;7,59E+14;8,43E+14;9,45E+14;1,06E+14;1,17E+14;1,28E+14;1,58E+14;1,77E+14;2,02E+14;2,27E+14;2,16E+14;9,54E+13;1,40E+14;1,65E+13;1,60E+14;1,96E+14;2,35E+14;2,57E+14;2,86E+14;3,65E+14;4,32E+14;5,10E+14;5,40E+14;7,55E+14;8,93E+14;9,18E+14;9,13E+14;8,91E+14;8,61E+14;9,32E+14;1,02E+14;1,04E+14;1,12E+13;1,06E+14;1,19E+14;1,32E+14;1,37E+14;1,40E+14;;
IDA only;IDX;GDP (current US$);NY.GDP.MKTP.CD;3,22E+14;3,38E+14;3,65E+14;4,10E+14;3,85E+13;4,39E+14;4,72E+14;4,80E+14;5,07E+14;5,65E+14;5,58E+14;5,92E+13;6,14E+14;7,42E+14;9,28E+14;1,10E+14;1,05E+14;1,15E+14;1,32E+14;1,45E+14;1,64E+14;1,71E+13;1,74E+14;1,74E+14;1,78E+14;1,88E+14;1,68E+14;1,74E+14;1,86E+14;1,92E+14;2,21E+14;2,40E+14;2,00E+14;2,08E+14;2,06E+14;2,13E+14;2,25E+14;2,36E+13;2,43E+14;2,50E+14;2,76E+14;2,70E+14;2,86E+14;3,22E+14;3,65E+13;4,21E+14;4,88E+14;5,81E+14;7,05E+14;7,15E+14;8,18E+14;9,16E+14;9,21E+14;1,00E+15;1,07E+14;1,06E+14;1,12E+14;1,20E+14;1,29E+14;1,35E+14;1,36E+14;1,49E+14;1,62E+13;1,66E+14;1,78E+14;;
Isle of Man;IMN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;2,51E+14;2,56E+14;3,56E+14;4,60E+14;5,85E+14;6,18E+14;7,62E+14;8,22E+14;8,55E+13;7,66E+14;8,33E+14;9,22E+14;1,01E+14;1,18E+14;1,39E+14;1,57E+14;1,60E+14;1,67E+14;1,89E+14;2,25E+14;2,80E+14;3,03E+14;3,42E+13;4,47E+14;5,93E+14;5,49E+14;5,92E+14;6,57E+14;6,69E+14;7,00E+14;7,71E+14;7,08E+14;6,85E+14;6,98E+14;7,49E+14;7,31E+14;6,68E+14;7,93E+14;7,43E+14;;;;
India;IND;GDP (current US$);NY.GDP.MKTP.CD;3,70E+14;3,92E+14;4,22E+14;4,84E+14;5,65E+14;5,96E+14;4,56E+13;50134942204;5,31E+14;5,84E+14;6,24E+14;6,74E+13;7,15E+14;8,55E+14;9,95E+14;9,85E+14;1,03E+13;1,21E+14;1,37E+14;1,53E+14;1,86E+14;1,93E+14;2,01E+14;2,18E+14;2,12E+14;2,33E+14;2,49E+13;2,79E+14;2,97E+14;2,96E+13;3,21E+14;2,70E+14;2,88E+14;2,79E+14;3,27E+14;3,60E+14;3,93E+14;4,16E+14;4,21E+14;4,59E+13;4,68E+14;4,85E+14;5,15E+14;6,08E+14;7,09E+14;8,20E+14;9,40E+14;1,22E+14;1,20E+14;1,34E+13;1,68E+14;1,82E+14;1,83E+14;1,86E+14;2,04E+14;2,10E+14;2,29E+14;2,65E+14;2,70E+14;2,84E+14;2,67E+14;3,17E+14;3,35E+14;3,64E+14;3,91E+14;;
Not classified;INX;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;GDP (current US$);NY.GDP.MKTP.CD;2,00E+14;2,15E+14;2,33E+14;2,51E+14;2,85E+14;3,04E+13;3,20E+14;3,45E+14;3,38E+14;3,90E+14;4,40E+14;5,10E+14;6,32E+14;7,48E+14;7,90E+14;9,48E+14;9,45E+14;1,12E+14;1,46E+14;1,83E+14;2,17E+14;2,07E+14;2,15E+14;2,08E+14;2,01E+14;2,13E+14;2,87E+14;3,39E+14;3,78E+14;3,92E+14;4,93E+14;4,98E+14;5,59E+14;5,24E+13;5,71E+12;6,91E+14;7,58E+14;8,29E+14;9,02E+14;9,89E+14;1,00E+14;1,09E+14;1,29E+14;1,65E+14;1,94E+14;2,12E+14;2,32E+14;2,70E+12;2,75E+14;2,36E+14;2,22E+14;2,41E+14;2,27E+14;2,43E+14;2,66E+14;3,02E+14;3,05E+14;3,48E+14;3,96E+14;4,07E+14;4,36E+14;5,30E+14;5,48E+13;5,67E+14;6,09E+14;;
Iran, Islamic Rep.;IRN;GDP (current US$);NY.GDP.MKTP.CD;4,20E+13;4,43E+13;4,69E+14;4,93E+14;5,38E+14;6,20E+14;6,79E+14;7,56E+11;8,62E+14;9,74E+14;1,10E+14;1,37E+14;1,72E+14;2,71E+14;4,62E+14;5,18E+14;6,81E+14;8,06E+14;7,80E+14;9,04E+14;9,44E+14;1,00E+14;1,26E+14;1,56E+14;1,62E+14;1,80E+14;2,09E+13;1,34E+14;1,23E+14;1,20E+14;1,25E+14;1,32E+14;1,20E+14;6,37E+13;7,18E+14;9,64E+14;1,20E+14;1,14E+14;1,10E+14;1,14E+14;1,10E+14;1,27E+14;1,29E+13;1,52E+14;1,88E+14;2,25E+13;2,66E+14;3,50E+14;4,06E+14;4,14E+14;4,87E+14;6,29E+14;6,44E+13;5,00E+14;4,62E+14;4,09E+14;4,79E+14;5,10E+14;4,12E+14;3,48E+14;2,81E+14;4,07E+14;4,23E+14;4,58E+14;4,75E+14;;
Iraq;IRQ;GDP (current US$);NY.GDP.MKTP.CD;1,54E+14;1,67E+14;1,78E+14;1,81E+13;2,14E+14;2,34E+13;2,53E+14;2,55E+14;2,90E+14;3,01E+14;3,28E+14;3,87E+14;4,11E+14;5,13E+13;1,15E+14;1,35E+14;1,78E+14;1,98E+14;2,38E+14;3,78E+14;52569000000;37823000000;4,24E+14;4,07E+14;4,69E+14;4,84E+14;4,73E+14;5,68E+14;6,27E+14;6,58E+13;1,80E+14;4,08E+14;5,54E+14;1,03E+14;3,99E+14;1,29E+14;1,04E+14;2,08E+14;2,06E+14;3,69E+14;4,84E+14;3,62E+14;3,29E+14;2,19E+14;3,66E+14;5,01E+14;6,51E+14;8,88E+14;1,32E+14;1,12E+14;1,39E+14;1,86E+14;2,18E+14;2,35E+14;2,28E+14;1,67E+14;1,67E+14;1,87E+14;2,27E+14;2,34E+14;1,81E+14;2,10E+14;2,87E+14;2,69E+14;2,80E+14;;
Iceland;ISL;GDP (current US$);NY.GDP.MKTP.CD;2,61E+14;2,67E+14;2,99E+14;3,57E+14;4,56E+14;5,50E+14;6,61E+14;6,53E+14;4,98E+14;4,36E+14;5,45E+14;6,94E+14;8,69E+14;1,19E+14;1,57E+14;1,46E+14;1,73E+14;2,29E+14;2,60E+14;2,95E+14;3,50E+14;3,62E+13;3,32E+13;2,86E+14;2,96E+14;3,09E+14;4,13E+14;5,71E+14;6,32E+14;5,87E+14;6,69E+14;7,15E+14;7,33E+14;6,44E+14;6,61E+14;7,37E+14;7,69E+14;7,72E+14;8,64E+14;9,11E+14;9,14E+14;8,32E+14;9,42E+14;1,16E+14;1,40E+14;1,71E+14;1,77E+14;2,20E+14;1,82E+14;1,32E+14;1,39E+14;1,54E+13;1,49E+14;1,62E+14;1,81E+14;1,77E+14;2,11E+13;2,51E+14;2,67E+14;2,50E+14;2,20E+14;2,62E+13;2,92E+14;3,17E+14;3,33E+14;;
Israel;ISR;GDP (current US$);NY.GDP.MKTP.CD;3,07E+14;3,71E+14;2,97E+14;3,54E+14;4,02E+14;4,33E+14;4,70E+13;4,76E+13;5,46E+13;6,30E+14;7,41E+13;7,05E+14;9,22E+14;1,19E+14;1,72E+13;1,61E+14;1,60E+14;1,83E+14;1,77E+14;2,26E+13;2,54E+14;2,69E+14;2,93E+14;3,27E+14;3,06E+14;2,89E+14;3,58E+14;4,30E+14;5,27E+14;5,24E+13;6,20E+14;7,10E+14;7,95E+13;7,99E+14;9,07E+14;1,05E+14;1,15E+14;1,19E+14;1,21E+14;1,21E+14;1,37E+14;1,35E+14;1,25E+14;1,31E+14;1,40E+14;1,48E+14;1,59E+14;1,85E+13;2,21E+14;2,13E+13;2,40E+14;2,68E+14;2,64E+14;2,98E+14;3,15E+14;3,03E+14;3,22E+14;3,58E+14;3,76E+14;4,01E+14;4,11E+14;4,90E+14;5,25E+13;5,12E+14;5,40E+14;;
Italy;ITA;GDP (current US$);NY.GDP.MKTP.CD;4,20E+14;4,66E+14;5,24E+14;6,00E+14;6,57E+14;7,07E+14;7,66E+14;8,44E+14;9,15E+12;1,01E+14;1,14E+13;1,25E+14;1,46E+14;1,76E+14;2,00E+14;2,28E+14;2,25E+14;2,58E+14;3,16E+13;3,95E+12;4,78E+14;4,32E+14;4,28E+14;4,44E+14;4,39E+14;4,53E+14;6,42E+13;8,08E+13;8,94E+14;9,31E+14;1,18E+14;1,25E+14;1,32E+13;1,07E+14;1,10E+14;1,18E+14;1,31E+14;1,24E+14;1,27E+14;1,26E+14;1,15E+14;1,17E+14;1,28E+14;1,58E+14;1,81E+14;1,86E+14;1,96E+14;2,22E+14;2,42E+14;2,21E+14;2,14E+12;2,31E+14;2,10E+14;2,15E+14;2,17E+14;1,85E+13;1,89E+14;1,97E+14;2,10E+14;2,02E+14;1,91E+14;2,18E+14;2,10E+14;2,32E+14;2,38E+14;;
Jamaica;JAM;GDP (current US$);NY.GDP.MKTP.CD;6,99E+14;7,48E+12;7,78E+14;8,27E+14;8,98E+12;9,72E+14;1,10E+14;1,15E+13;1,08E+14;1,19E+14;1,40E+14;1,54E+14;1,88E+13;1,91E+14;2,38E+14;2,86E+14;2,97E+14;3,25E+14;2,64E+14;2,43E+14;2,68E+14;2,98E+14;3,29E+14;3,62E+14;2,37E+13;2,10E+14;2,75E+14;3,29E+14;3,83E+13;4,40E+14;4,59E+14;4,11E+14;3,54E+14;5,44E+14;5,45E+14;6,58E+14;7,39E+14;8,40E+14;8,79E+14;8,89E+14;9,01E+14;9,19E+14;9,72E+14;9,43E+14;1,02E+14;1,12E+14;1,19E+14;1,28E+14;1,37E+14;1,21E+14;1,32E+14;1,44E+14;1,48E+14;1,43E+14;1,39E+14;1,50E+14;1,49E+14;1,58E+13;1,69E+14;1,70E+14;1,50E+14;1,60E+14;1,88E+13;2,14E+14;2,20E+14;;
Jordan;JOR;GDP (current US$);NY.GDP.MKTP.CD;;;;;;6,00E+14;6,58E+14;6,32E+14;5,61E+13;6,99E+14;6,40E+14;6,78E+14;7,88E+14;9,44E+14;1,20E+14;1,36E+14;1,71E+14;2,10E+14;2,60E+14;3,27E+14;3,91E+14;4,38E+14;4,68E+14;4,92E+14;4,97E+14;4,99E+14;6,40E+14;6,76E+14;6,28E+14;4,22E+14;4,16E+14;4,34E+14;5,31E+14;5,61E+14;6,24E+14;6,73E+14;6,93E+14;7,25E+14;7,91E+14;8,15E+14;8,46E+13;8,98E+13;9,58E+14;1,02E+14;1,14E+13;1,26E+14;1,51E+14;1,71E+13;2,27E+14;2,45E+13;2,71E+14;2,95E+14;3,16E+14;3,45E+14;3,68E+14;3,86E+14;3,99E+14;4,16E+13;4,34E+14;4,45E+14;4,37E+14;4,63E+14;4,88E+14;5,11E+14;5,34E+14;;
Japan;JPN;GDP (current US$);NY.GDP.MKTP.CD;4,74E+14;5,73E+14;6,50E+14;7,44E+14;8,75E+14;9,73E+14;1,13E+14;1,32E+14;1,57E+14;1,84E+14;2,17E+14;2,45E+14;3,25E+14;4,41E+14;4,90E+14;5,33E+14;5,99E+14;7,37E+14;1,04E+14;1,08E+14;1,13E+14;1,25E+14;1,16E+14;1,27E+13;1,35E+14;1,43E+14;2,12E+14;2,58E+14;3,13E+14;3,11E+14;3,19E+14;3,65E+14;3,98E+14;4,54E+14;5,00E+14;5,55E+13;4,92E+14;4,49E+14;4,10E+14;4,64E+14;4,97E+14;4,37E+14;4,18E+14;4,52E+14;4,89E+14;4,83E+13;4,60E+14;4,58E+14;5,11E+13;5,29E+14;5,76E+14;6,23E+14;6,27E+14;5,21E+14;4,90E+14;4,44E+14;5,00E+14;4,93E+14;5,04E+14;5,12E+14;5,05E+14;5,04E+14;4,26E+14;4,21E+14;4,03E+14;;
Kazakhstan;KAZ;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,69E+14;2,49E+14;2,49E+14;2,34E+14;2,13E+14;2,04E+14;2,10E+14;2,22E+13;2,21E+14;1,69E+14;1,83E+14;2,22E+14;2,46E+14;3,08E+14;4,32E+14;5,71E+14;8,10E+13;1,05E+14;1,33E+14;1,15E+13;1,48E+14;1,93E+14;2,08E+14;2,37E+14;2,21E+14;1,84E+14;1,37E+14;1,67E+14;1,79E+14;1,82E+14;1,71E+14;1,97E+14;2,25E+14;2,62E+14;2,91E+14;;
Kenya;KEN;GDP (current US$);NY.GDP.MKTP.CD;7,91E+14;7,93E+14;8,68E+13;9,27E+13;9,99E+14;9,98E+14;1,16E+14;1,23E+13;1,35E+14;1,46E+14;1,60E+14;1,78E+14;2,11E+14;2,51E+14;2,97E+14;3,26E+14;3,47E+14;4,49E+14;5,30E+14;6,23E+14;7,27E+14;6,85E+14;6,43E+14;5,98E+14;6,19E+14;6,14E+14;7,24E+14;7,97E+13;8,36E+14;8,28E+14;8,57E+14;8,15E+14;8,21E+14;5,75E+14;7,15E+14;9,05E+14;1,20E+14;1,31E+14;1,41E+14;1,29E+14;1,27E+14;1,30E+14;1,31E+14;1,49E+14;1,61E+14;1,87E+14;2,58E+14;3,20E+14;3,59E+14;4,23E+14;4,54E+14;4,69E+12;5,64E+14;6,17E+14;6,83E+14;7,01E+14;7,48E+14;8,20E+14;9,22E+14;1,00E+14;1,01E+14;1,10E+14;1,14E+14;1,08E+14;1,20E+14;;
Kyrgyz Republic;KGZ;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,66E+14;2,54E+14;2,32E+12;2,03E+14;1,68E+14;1,66E+14;1,83E+14;1,77E+14;1,65E+14;1,25E+14;1,37E+14;1,53E+14;1,61E+14;1,92E+14;2,21E+13;2,46E+14;2,83E+14;3,80E+14;5,14E+14;4,69E+14;4,79E+14;6,20E+14;6,61E+14;7,34E+14;7,47E+14;6,68E+14;6,81E+13;7,70E+14;8,27E+14;9,37E+14;8,27E+14;9,25E+14;1,21E+14;1,52E+14;1,75E+14;;
Cambodia;KHM;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;7,49E+14;7,90E+14;7,16E+14;7,67E+14;7,24E+13;7,44E+14;8,15E+14;8,66E+14;9,39E+14;1,02E+14;1,10E+14;1,17E+13;1,04E+11;1,66E+14;1,35E+14;1,40E+13;2,05E+13;2,49E+14;2,53E+14;2,79E+14;3,44E+13;3,51E+14;3,44E+14;3,12E+14;3,52E+13;3,69E+14;4,15E+14;4,50E+14;5,05E+14;5,88E+14;7,07E+13;8,35E+14;1,01E+14;1,22E+14;1,25E+14;1,38E+14;1,60E+14;1,78E+14;1,98E+14;2,20E+14;2,42E+14;2,66E+14;2,94E+14;3,31E+14;3,67E+14;3,48E+14;3,68E+14;4,00E+14;4,23E+14;4,64E+14;;
Kiribati;KIR;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;1,16E+14;1,24E+14;1,53E+14;2,56E+14;6,93E+14;4,45E+14;3,32E+14;3,13E+14;3,66E+14;3,45E+14;3,32E+14;3,53E+14;3,27E+14;3,10E+14;3,44E+14;2,61E+14;2,60E+14;2,96E+14;3,83E+14;3,76E+14;3,65E+14;4,12E+14;6,15E+13;5,90E+14;6,71E+14;6,86E+14;8,15E+14;8,02E+14;7,49E+14;7,73E+14;7,49E+14;6,49E+14;7,47E+14;9,61E+14;1,04E+14;1,14E+14;1,12E+14;1,38E+14;1,47E+13;1,40E+14;1,65E+14;1,96E+14;2,07E+14;2,02E+14;2,00E+13;1,92E+14;2,06E+14;2,23E+14;2,34E+14;2,17E+14;2,21E+14;2,85E+14;2,70E+14;2,89E+14;3,08E+14;;
St. Kitts and Nevis;KNA;GDP (current US$);NY.GDP.MKTP.CD;1,24E+14;1,25E+13;1,25E+14;1,28E+14;1,34E+14;1,36E+14;1,45E+14;1,67E+14;14600000;15850000;16300000;1,96E+14;2,29E+14;2,42E+14;3,15E+14;3,34E+14;3,01E+14;4,45E+14;4,94E+14;5,88E+14;6,85E+14;8,09E+14;8,60E+14;8,69E+14;9,86E+14;1,11E+14;1,31E+14;1,48E+14;1,73E+14;1,93E+14;2,17E+14;2,21E+14;2,42E+14;2,64E+14;2,95E+14;3,13E+14;3,34E+14;3,75E+14;3,83E+13;4,07E+14;4,22E+14;4,59E+14;4,81E+14;4,70E+13;506900000;5,47E+14;6,44E+14;6,89E+14;7,78E+14;7,74E+14;7,79E+14;8,36E+14;8,25E+14;8,75E+14;9,52E+14;9,57E+14;1,01E+14;1,06E+14;1,08E+14;1,11E+14;8,84E+14;8,59E+14;9,81E+13;1,06E+14;1,12E+14;;
Korea, Rep.;KOR;GDP (current US$);NY.GDP.MKTP.CD;3,97E+14;2,43E+14;2,83E+14;4,01E+14;3,48E+14;3,14E+14;3,96E+14;4,90E+13;6,17E+14;7,74E+14;9,09E+14;1,00E+14;1,10E+14;1,41E+14;1,99E+13;2,21E+14;3,04E+14;3,91E+14;5,28E+14;6,81E+14;6,65E+14;7,43E+14;7,99E+14;8,96E+14;9,97E+14;1,04E+13;1,20E+13;1,52E+14;2,05E+14;2,54E+14;2,92E+14;3,41E+14;3,67E+14;4,06E+14;4,79E+14;5,86E+14;6,31E+14;5,89E+14;3,97E+13;5,16E+14;5,97E+14;5,68E+14;6,50E+13;7,29E+14;8,23E+14;9,72E+14;1,10E+14;1,22E+14;1,09E+14;9,83E+13;1,19E+14;1,31E+13;1,34E+14;1,43E+14;1,56E+14;1,54E+14;1,58E+14;1,71E+14;1,82E+14;1,75E+14;1,74E+14;1,94E+13;1,80E+14;1,84E+14;1,88E+13;;
Kuwait;KWT;GDP (current US$);NY.GDP.MKTP.CD;;;1,83E+14;1,90E+14;2,07E+14;2,10E+14;2,39E+14;2,44E+14;2,66E+14;2,77E+14;2,87E+14;3,88E+14;4,45E+14;5,41E+13;1,30E+14;1,20E+14;1,31E+14;1,41E+14;1,55E+14;2,47E+14;2,86E+14;2,51E+14;2,16E+14;2,09E+14;2,17E+14;2,14E+14;1,79E+13;2,24E+14;2,07E+14;2,43E+14;1,84E+14;1,10E+14;1,99E+14;2,39E+14;2,48E+14;2,72E+14;3,15E+14;3,04E+14;2,59E+14;3,01E+14;3,77E+14;3,49E+14;3,81E+14;4,79E+13;5,94E+14;8,08E+14;1,02E+14;1,15E+14;1,47E+14;1,06E+14;1,15E+14;1,54E+14;1,74E+14;1,74E+14;1,63E+14;1,15E+14;1,09E+14;1,21E+14;1,39E+14;1,41E+14;1,11E+14;1,48E+14;1,84E+14;1,65E+14;1,60E+14;;
Latin America & Caribbean (excluding high income);LAC;GDP (current US$);NY.GDP.MKTP.CD;6,19E+14;6,85E+14;7,08E+14;7,79E+14;8,93E+14;9,68E+14;1,07E+13;1,09E+14;1,17E+14;1,31E+14;1,43E+14;1,58E+14;1,80E+13;2,40E+14;3,16E+14;3,41E+14;3,71E+14;4,02E+14;4,87E+14;5,36E+14;6,47E+14;7,44E+14;6,86E+14;5,92E+14;6,35E+14;6,25E+13;6,33E+14;6,94E+14;7,54E+14;8,58E+14;9,56E+14;1,02E+14;1,11E+14;1,34E+14;1,58E+14;1,69E+14;1,84E+14;2,01E+13;2,02E+14;1,80E+14;1,99E+14;1,94E+14;1,74E+14;1,78E+14;2,03E+14;2,45E+14;2,86E+14;3,37E+14;3,90E+14;3,61E+14;4,52E+14;5,28E+14;5,25E+14;5,39E+14;5,41E+14;4,58E+14;4,44E+14;4,96E+14;4,82E+14;4,75E+14;3,99E+14;4,64E+14;5,34E+14;6,01E+14;6,17E+14;;
Lao PDR;LAO;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;1,76E+14;2,37E+14;1,78E+14;1,09E+14;5,99E+14;7,14E+14;8,66E+14;1,03E+14;1,13E+14;1,33E+14;1,54E+14;1,76E+14;1,87E+14;1,75E+14;1,28E+14;1,45E+14;1,73E+14;1,77E+14;1,76E+14;2,02E+14;2,37E+14;2,74E+13;3,46E+13;4,22E+14;5,45E+14;5,84E+14;7,13E+14;8,75E+14;1,02E+14;1,20E+14;1,33E+14;1,44E+14;1,59E+14;1,71E+14;1,81E+14;1,87E+14;1,90E+14;1,88E+14;1,55E+14;1,58E+14;1,65E+14;;
Lebanon;LBN;GDP (current US$);NY.GDP.MKTP.CD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,31E+14;2,72E+14;2,84E+14;4,69E+14;5,84E+14;7,94E+14;9,60E+14;1,17E+14;1,37E+14;1,58E+14;1,72E+14;1,74E+14;1,73E+14;1,76E+14;1,92E+14;2,01E+14;2,12E+14;2,15E+14;2,20E+14;2,48E+14;2,91E+14;3,54E+14;3,84E+14;3,99E+14;4,40E+14;4,69E+13;4,81E+14;4,99E+14;5,11E+14;5,30E+14;5,49E+14;5,16E+14;3,17E+14;2,31E+14;2,10E+14;2,01E+14;;;
Liberia;LBR;GDP (current US$);NY.GDP.MKTP.CD;190495600;183920900;191861800;200229600;218929100;229260800;244459500;261024300;276820700;306961800;323099700;341543100;368098000;386968300;486955000;577549300;596675700;673010600;717240400;814067900;854711500;846514500;863933200;823374900;848478300;851296100;840964400;972800000;1038300000;786300000;384400000;348000000;223500000;160400000;132200000;134800000;159400000;295900000;359600000;441800000;874000000;906000000;927000000;748000000;897000000;949000000;1119000000;1373000000;1726000000;1768000000;1998000000;2398000000;2791614000;3177198100;3225652000;3227075700;3398419600;3390703400;3422754800;3319596500;3176126300;3513049500;4001047000;4390000000;4779300900;;
